0.2,0.005361632
0.4,0.024421805
0.6,0.018558997
0.8,0.025545542
1.0,0.021207816
1.2,0.011188952
1.4,0.005026596
1.6,-0.001693604
1.8,-0.01376189
2.0,-0.002373258
2.2,-0.027295869
2.4,-0.032065198
2.6,-0.023895775
2.8,-0.029366381
3.0,-0.003081026
3.2,-0.004598934
3.4,9.24507E-05
3.6,0.019695951
3.8,0.022755247
4.0,0.026732013
4.2,0.026797104
4.4,0.021078198
4.6,0.023663176
4.8,-0.005514451
5.0,0.000526071
5.2,-0.018253894
5.4,-0.023177681
5.6,-0.006141404
5.8,-0.030485207
6.0,-0.018491935
6.2,-0.021950668
6.4,-0.006010838
6.6,0.005866543
6.8,-0.008842319
7.0,0.015864771
7.2,0.012055678
7.4,0.030543343
7.6,0.018869073
7.8,0.024976388
8.0,0.024037301
8.2,-0.004189883
8.4,0.00590814
8.6,-0.014691862
8.8,-0.001284956
9.0,-0.01387235
9.2,-0.006161792
9.4,-0.005184102
9.6,-0.0047773
9.8,-0.015996779
10.0,0.009933793
10.2,0.017267516
10.4,0.007529708
10.6,0.019209391
10.8,0.013335484
11.0,0.010310293
11.2,0.014360246
11.4,0.017562598
11.6,-0.010417576
11.8,0.004673166
12.0,-0.023167878
12.2,-0.022081979
12.4,-0.019985536
12.6,-0.006359256
12.8,-0.011452693
13.0,-0.01865647
13.2,-0.016319323
13.4,-0.008645247
13.6,0.009378748
13.8,0.007392508
14.0,0.001783714
14.2,0.009572265
14.4,0.016492406
14.6,-0.002224344
14.8,0.005494263
15.0,0.002316422
15.2,0.002474922
15.4,-0.008635554
15.6,-0.000920722
15.8,-0.009191276
16.0,-0.023504894
16.2,0.00122926
16.4,-0.007955426
16.6,0.011810143
16.8,0.017537017
17.0,0.008978946
17.2,0.00821298
17.4,0.014126894
17.6,0.006110073
17.8,0.024657143
18.0,0.011934078
18.2,0.01694925
18.4,-0.016670675
18.6,0.000361522
18.8,-0.018120132
19.0,-0.009790988
19.2,-0.00991715
19.4,-0.009060713
19.6,-0.007433916
19.8,-0.012403072
20.0,-0.004072323
20.2,0.020248011
20.4,0.005278843
20.6,0.008453559
20.8,0.015214076
21.0,0.02977237
21.2,0.006452996
21.4,0.007353895
21.6,0.001162965
21.8,0.003794022
22.0,-0.01570646
22.2,-0.00041881
22.4,-0.010391921
22.6,-0.029416324
22.8,-0.008363393
23.0,-0.005749094
23.2,-0.012833837
23.4,0.003685844
23.6,-0.001464455
23.8,0.009350109
24.0,0.023041476
24.2,0.006802169
24.4,0.013523404
24.6,0.017319488
24.8,0.007497739
25.0,0.009731256
25.2,-0.001097119
25.4,-0.015561587
25.6,-0.017981268
25.8,-0.017561056
26.0,-0.013006519
26.2,-0.014925009
26.4,0.000966023
26.6,-0.010487598
26.8,0.012020876
27.0,0.00716231
27.2,0.024784408
27.4,0.005641177
27.6,0.008168449
27.8,0.019116592
28.0,0.023763797
28.2,0.001826973
28.4,-0.016077788
28.6,-0.010611831
28.8,-0.02512112
29.0,-0.016186763
29.2,-0.023499043
29.4,-0.026348538
29.6,-0.010472481
29.8,-0.012711448
30.0,0.014170915
30.2,-0.008939103
30.4,-0.00454204
30.6,0.02526971
30.8,0.010406737
31.0,-0.000380314
31.2,0.007696669
31.4,-0.000124913
31.6,-0.003177237
31.8,-0.007282635
32.0,-0.000205249
32.2,-0.013270101
32.4,-0.025347445
32.6,-0.023483283
32.8,-0.017396568
33.0,-0.019219715
33.2,-0.012264296
33.4,0.000228006
33.6,0.01763435
33.8,0.008818848
34.0,0.017249114
34.2,0.026253242
34.4,0.005084913
34.6,0.023924913
34.8,0.011932556
35.0,0.008571836
35.2,-0.003920108
35.4,-0.01677838
35.6,-0.015159083
35.8,-0.004391132
36.0,-0.014134071
36.2,-0.003143354
36.4,-0.00503218
36.6,-0.015732381
36.8,0.014312669
37.0,0.014624925
37.2,0.014942957
37.4,0.016045051
37.6,0.02005876
37.8,0.010272945
38.0,0.02070352
38.2,-0.01151233
38.4,-0.00255514
38.6,-0.009791342
38.8,-0.011618772
39.0,-0.014648721
39.2,-0.001606644
39.4,-0.005604165
39.6,-0.004092628
39.8,-0.008490189
40.0,-0.005245476
40.2,0.010643812
40.4,0.020027171
40.6,0.014931948
40.8,0.023985481
41.0,0.011801091
